ID	Giocatore	Squadra	Ruolo	Ruolo Mod. Av.	Fuori lista	Quotazione	Presenze	Media	Media recente	Media pagella	Media recente pagella	Somma bonus malus	Somma bonus malus ultime 5
166	MARTINEZ JO.	inter	P	P		1	2	5,75		6,25	-1	-1	-1
4263	MENKE	como	P	P		1							
245	MERET	napoli	P	P		8	9	4,78	5	6,06	6	-11,5	-7,5
1091	MILINKOVIC SAVIC	napoli	P	P		20	21	5,69	5,33	6,26	6,33	-12	-5
604	MOLDOVAN		P	P	*	1							
349	MONTIPO	verona	P	P		13	27	4,59	4,8	6,04	6	-39	-6
286	MORETTA		P	P	*	1							
6061	MOTTA	lazio	P	P		6	3	7,17	7,17	6,67	6,67	1,5	1,5
4144	MURIC	sassuolo	P	P		17	29	5,1	6,2	6,38	6,6	-37	-2
763	NAVA	cremonese	P	P		1							
1082	NICOLAS	pisa	P	P		1	6	3,58	3,5	5,92	5,9	-14	-12
4013	NUNZIANTE	udinese	P	P		1							
653	OKOYE	udinese	P	P		16	22	5,07	5,4	6,18	6,3	-24,5	-4,5
654	PADELLI	udinese	P	P		1	2	5,25		6,25	-1	-2	-2
1083	PALEARI	torino	P	P		11	21	4,52	4,3	6,21	6,1	-35,5	-9
534	PASSADOR		P	P	*	1							
4012	PENEV	lecce	P	P		1							
350	PERILLI	verona	P	P		1	3	3,67		6	-1	-7	-7
209	PERIN	juventus	P	P		5	7	5,21	5,25	6,21	6,25	-7	-5
4261	PESSINA	bologna	P	P		1	1	6,5		6,5	-1	0	0
655	PIANA		P	P	*	1							
210	PINSOGLIO	juventus	P	P		1							
535	POPA		P	P	*	1							
419	PROVEDEL	lazio	P	P		19	27	5,44	4,5	6,35	5,5	-24,5	-8,5
753	RADUNOVIC		P	P	*	1							
167	RAIMONDI		P	P	*	1							
32	RAVAGLIA	bologna	P	P		7	14	4,43	4	6,25	6	-25,5	-12
420	RENZETTI		P	P	*	1							
1081	RINALDI	parma	P	P		1	1	6,5		7	-1	-0,5	-0,5
2	ROSSI	atalanta	P	P		1							
605	RUSSO		P	P	*	1							
424	SAMOOJA	lecce	P	P		1							
487	SARO		P	P	*	1							
606	SATALINO	sassuolo	P	P		1							
656	SAVA	udinese	P	P		1	7	4		6,07	-1	-14,5	-12
1092	SCUFFET	pisa	P	P		4	7	4		6,14	-1	-15	-12
1089	SEMPER	pisa	P	P		7	17	4,82		6,29	-1	-25	-9
5855	SHERRI	cagliari	P	P		1							
140	SIEGRIST	genoa	P	P		1							
4143	SILVESTRI	cremonese	P	P		1	4	4,5		6,25	-1	-7	-7
6246	SIVIERO	torino	P	P		1							
33	SKORUPSKI	bologna	P	P		14	16	5,25	5,88	6,09	6,38	-13,5	-3
1058	SOMMARIVA	genoa	P	P		1	2	4		6	-1	-4	-4
168	SOMMER	inter	P	P		21	28	5,43	5,6	6,25	6,2	-23	-3
3	SPORTIELLO	atalanta	P	P		1							
287	SUZUKI	parma	P	P		5	13	4,85	2,5	6,19	5,5	-17,5	-13
4262	SVETOZAROV ILIEV		P	P	*	1							
318	SVILAR	roma	P	P		22	30	5,58	4,8	6,35	6,2	-23	-7
1072	TERRACCIANO PI.	milan	P	P		1	2	6,25		6,25	-1	0	0
749	THOMAS GILLIER		P	P	*	1							
489	TOMMASI		P	P	*	1							
351	TONIOLO	verona	P	P		1							
5802	TORNQVIST	como	P	P		1							
460	TORRIANI	milan	P	P		1							
607	TURATI	sassuolo	P	P		1	1	4		6	-1	-2	-2
531	TURI		P	P	*	1							
357	VIGORITO	como	P	P		1							
570	VUKOVIC		P	P	*	1							
608	ZACCHI	sassuolo	P	P		1							
1469	ZELEZNY	roma	P	P		1							
657	ABANKWAH		D	D	*	3							
319	ABDUL HAMID		D	E	*	8							
169	ACERBI	inter	D	D		4	13	6,08	5,5	6,08	5,5	0	0,5
425	ADDO		D	D	*	1							
4	AHANOR	atalanta	D	E		6	15	5,73		5,9	-1	-2,5	-2,5
4463	AKANJI	inter	D	D		15	28	6,38	6,8	6,21	6,2	4,5	3
4487	ALBIOL	pisa	D	D		2	8	5,81	6	5,75	5,5	0,5	0,5
1090	AMORAN		D	D	*	1							
320	ANGELINO	roma	D	E		1	6	5,58	5,5	5,75	6	-1	-1
571	ANGORI	pisa	D	E		6	27	5,65	5,4	5,65	5,5	0	-0,5
727	ANTOLINI		D	D	*	1							
4110	ATHEKAME	milan	D	E		11	14	6,25	6,5	6	6,17	3,5	2
81	AZZI		D	E	*	4							
5	BAKKER	atalanta	D	E		1							
288	BALOGH		D	D	*	5							
141	BANI		D	D	*	7							
490	BARBIERI	cremonese	D	E		7	22	5,7	5,5	5,8	5,63	-2	-0,5
1073	BARTESAGHI	milan	D	E		12	24	6,27	5,88	6,06	5,88	5	-0,5
426	BASCHIROTTO	cremonese	D	D		10	25	6,14		5,94	-1	5	-0,5
170	BASTONI	inter	D	D		14	24	6,44	5,25	6,27	5,75	4	-1,5
4224	BELGHALI	verona	D	E		6	18	6,11	5,75	5,92	5,75	3,5	2,5
4332	BELLA-KOTCHAP	verona	D	D		4	16	5,53	5	5,63	5	-1,5	-1
13	BELLANOVA	atalanta	D	E		5	17	5,74	5,5	5,71	5,5	0,5	-0,5
4281	BERNASCONI	atalanta	D	E		11	19	6,05	6	5,97	5,9	1,5	0,5
658	BERTOLA	udinese	D	D		8	22	5,82	6,25	5,84	6,25	-0,5	-0,5
572	BERUATTO		D	E	*	3							
34	BEUKEMA	napoli	D	D		12	17	6,29	6,88	6	6,13	5	3
728	BIANAY BALCOT		D	D	*	1							
491	BIANCHETTI	cremonese	D	D		7	22	5,8	5,67	5,77	5,83	0,5	-0,5
536	BIRAGHI	torino	D	E		1	8	5,56		5,56	-1	0	0
171	BISSECK	inter	D	D		15	19	6,58	5,9	6,21	5,9	7	0
6	BONFANTI GI.		D	D	*	3	9	5,5		5,56	-1	-0,5	-0,5
750	BONIFAZI	bologna	D	D		1							
5977	BOZHINOV	pisa	D	D		5	4	5,5	6	5,63	6	-0,5	-0,5
3896	BRADARIC	verona	D	E		7	23	5,65	5,67	5,7	5,67	-1	0
211	BREMER	juventus	D	D		15	19	6,74	6,13	6,18	6,13	10,5	0
4316	BRITSCHGI	parma	D	E		7	24	5,75	5,63	5,75	5,63	0	0
246	BUONGIORNO	napoli	D	D		11	26	5,92	6	5,92	6	0	0
217	CABAL	juventus	D	E		9	10	6,45		5,9	-1	5,5	0
352	CALABRESE		D	D	*	2							
573	CALABRESI	pisa	D	E		6	20	5,58	5,67	5,7	5,67	-2,5	-0,5
35	CALABRIA		D	E	*	8							
212	CAMBIASO	juventus	D	E		12	28	6,13	6,7	5,89	6,1	6,5	3
3985	CANDE	sassuolo	D	D		1	9	5,56		5,67	-1	-1	-1
574	CANESTRELLI	pisa	D	D		6	29	5,66	5,25	5,71	5,38	-1,5	-0,5
575	CARACCIOLO	pisa	D	D		6	28	5,8	6,9	5,79	5,9	0,5	5
6130	CARBONI FR.	parma	D	E		1							
172	CARLOS AUGUSTO	inter	D	E		10	22	6	5,75	5,93	6	1,5	-1
36	CASALE	bologna	D	D		4	9	5,61	6	5,61	6	0	0
360	CASSANDRO		D	E	*	3							
492	CECCHERINI	cremonese	D	D		3	8	5,5	6,5	5,56	5,5	-0,5	-0,5
322	CELIK	roma	D	D		11	25	6,06	5,88	5,92	5,88	3,5	0
4319	CHAM	verona	D	E		1	4	5,63		5,63	-1	0	0
609	CINQUEGRANO		D	D	*	1							
289	CIRCATI	parma	D	D		7	23	5,87	5,33	5,85	5,33	0,5	-0,5
543	COCO	torino	D	D		11	27	6,04	5,9	5,93	5,9	3	0
107	COMUZZO	fiorentina	D	D		6	20	5,73	5,25	5,63	5,25	2	-1
576	COPPOLA	pisa	D	D		1	5	5	5,25	5,2	5,25	-1	-1
37	CORAZZA		D	E	*	6							
213	COSTA		D	E	*	10							
290	COULIBALY WO.	sassuolo	D	E		4	12	5,71	5,67	5,79	5,83	-1	-1
760	CURTO		D	D	*	2							
214	DANILO		D	D	*	1							
173	DARMIAN	inter	D	E		1	3	5,83		5,83	-1	0	0
38	DE SILVESTRI	bologna	D	E		2	7	5,57	5,75	5,71	5,75	-1	-1
174	DE VRIJ	inter	D	D		3	6	6,08	5,67	6,17	5,83	-0,5	-0,5
142	DE WINTER	milan	D	D		13	20	6,28	6,2	6,1	6	3,5	1
291	DEL PRATO	parma	D	E		8	28	5,84	5,63	5,82	5,75	0,5	-0,5
537	DELLAVALLE		D	D	*	2							
1461	DENOON	pisa	D	D		1	2	5,25		5,5	-1	-0,5	-0,5
292	DI CHIARA		D	E	*	2							
248	DI LORENZO	napoli	D	E		9	23	6,17		6,02	-1	3,5	3
76	DI PARDO		D	E	*	1	1	5,5		5,5	-1	0	0
4458	DIEGO CARLOS	como	D	D		11	20	6,05	6,88	6	6,25	1	2,5
175	DIMARCO	inter	D	E		28	28	7,52	6,9	6,43	6,2	30,5	3,5
1069	DJALO		D	D	*	4							
7	DJIMSITI	atalanta	D	D		9	26	5,83	5,88	5,87	5,88	-1	-0,5
108	DODO	fiorentina	D	E		12	29	5,98	6,88	5,91	6,38	2	2
610	DOIG	sassuolo	D	E		7	25	5,64	5,75	5,72	5,75	-2	0
362	DOSSENA	cagliari	D	E		3	6	5,58	5,7	5,83	5,9	-1,5	-1
176	DUMFRIES	inter	D	E		2	14	5,82	5,17	5,68	5,33	2	-1
687	EBOSSE	torino	D	D		4	8	5,69	5,9	5,69	5,9	0	0
6171	EDMUNDSSON	verona	D	D		6	7	5,57	5,5	5,71	5,7	-1	-1
659	EHIZIBUE	udinese	D	E		8	20	5,63	5,9	5,7	6	-1,5	-0,5
462	EMERSON ROYAL		D	E	*	7							
39	ERLIC		D	D	*	5							
389	ERRORE		D	D	*	1							
427	ESPOSITO		D	D	*	3							
580	ESTEVES TO.		D	E	*	1	1	5,5		5,5	-1	0	0
1860	ESTUPINAN	milan	D	E		6	13	5,88	6,67	5,77	5,83	1,5	2,5
388	FARES		D	E	*	2							
4459	FAYE	cremonese	D	D		2	8	5,63	5	5,69	5	-0,5	-0,5
363	FELLIPE JACK		D	D	*	6							
764	FLORIANI	cremonese	D	E		3	15	5,5	5	5,57	5	-1	0
493	FOLINO	cremonese	D	D		6	10	6,05	5,38	5,75	5,38	3	0
177	FONTANAROSA		D	D	*	1							
109	FORTINI	fiorentina	D	E		3	13	5,77		5,77	-1	0	0
688	FRESE	verona	D	E		8	24	5,83	6,4	5,77	5,8	1,5	3
463	GABBIA	milan	D	D		10	24	6,06		6,13	-1	-1,5	0
428	GALLO	lecce	D	E		10	30	5,85	6,3	5,78	5,9	2	2
6244	GARCIA LOPES	sassuolo	D	E		8	7	6	5,8	6	6	0	-1
429	GASPAR	lecce	D	D		5	21	5,64		5,83	-1	-4	-1,5
215	GATTI	juventus	D	D		7	15	6,3	6,63	6	5,88	4,5	3
689	GHILARDI	roma	D	D		7	14	5,86	5,5	5,89	5,6	-0,5	-0,5
660	GIANETTI		D	D	*	7							
390	GIGOT	lazio	D	D		1							
216	GIL PUCHE		D	D	*	1							
1458	GILA	lazio	D	D		10	27	5,87	6,5	5,94	6,5	-2	0
8	GODFREY		D	D	*	6							
3949	GOGLICHIDZE		D	D	*	2	6	5,67		5,83	-1	-1	-1
364	GOLDANIGA	como	D	D		1	1	6	6	6	6	0	0
1068	GONZALEZ FA.		D	D	*	6							
110	GOSENS	fiorentina	D	E		10	19	6,11	6,5	5,79	6,17	6	1
430	GUILBERT		D	E	*	1							
4222	GUTIERREZ	napoli	D	E		11	16	6,16	6,2	5,91	6	4	1
293	HAINAUT		D	E	*	6							
538	HAVERI		D	D	*	2							
4109	HEGGEM	bologna	D	D		6	22	5,77	5,5	5,82	5,5	-1	0
5998	HELLAND	bologna	D	D		3							
324	HERMOSO	roma	D	D		8	19	6,03	6,5	5,97	6	1	0,5
9	HIEN	atalanta	D	D		8	25	5,84	5,7	5,88	5,8	-1	-0,5
40	HOLM	juventus	D	E		9	11	6,45		5,95	-1	5,5	-0,5
391	HYSAJ	lazio	D	E		1	3	5,83		5,83	-1	0	0
757	IDRISSI	cagliari	D	E		10	20	6,1	6	5,88	6	4,5	2,5
3986	IDZES	sassuolo	D	D		10	29	5,84	6	5,88	6,1	-1	-0,5
41	ILIC		D	D	*	3							
539	ISMAJLI	torino	D	D		9	20	5,85	5,9	5,9	6	-1	-0,5
431	JEAN	lecce	D	D		1	1	6	6	6	6	0	0
461	JIMENEZ		D	E	*	8	1	5		5,5	-1	-0,5	-0,5
1460	JOAO MARIO	bologna	D	E		6	12	5,92	6	5,96	6	-0,5	0
249	JUAN JESUS	napoli	D	D		6	19	5,66	5,5	5,92	5,83	-5	-2
1074	KABASELE	udinese	D	D		13	21	6,33	6,7	6	6,2	7	2,5
218	KALULU	juventus	D	D		15	29	6,33	6	6,07	6	7,5	-1
661	KAMARA	udinese	D	E		6	19	5,71	5,63	5,76	5,75	-1	-0,5
392	KAMENOVIC		D	E	*	1							
219	KELLY	juventus	D	D		11	27	6,09	5,7	6,06	5,8	1	-0,5
365	KEMPF	como	D	D		15	24	6,58	6,9	6,13	6,3	11	3
10	KOLASINAC	atalanta	D	D		5	12	5,63	5,6	5,75	5,7	-1,5	-0,5
4272	KOSPO	fiorentina	D	D		1							
11	KOSSOUNOU	atalanta	D	D		5	13	5,96	5,5	5,77	5,5	2,5	-0,5
4299	KOUADIO	fiorentina	D	D		1	2	5,75		5,75	-1	0	0
434	KOUASSI		D	D	*	1	4	5,38		5,38	-1	0	0
761	KOVACIK		D	E	*	5							
662	KRISTENSEN	udinese	D	D		12	20	6,23	6,9	5,98	6,3	5	3
484	KUMBULLA		D	D	*	2							
4404	LAMPTEY	fiorentina	D	E		1	1	5,5		5,5	-1	0	0
405	LAZZARI	lazio	D	E		3	12	5,63		5,71	-1	-1	0
294	LEONI		D	D	*	10							
6001	LIROLA	verona	D	E		3	3	5,17		5,33	-1	-0,5	-0,5
295	LOVIK		D	E	*	3	6	5,67		5,67	-1	0	0
42	LUCUMI	bologna	D	D		10	21	6,02	6	5,98	6,1	1	-0,5
6150	LUIS BALBO	fiorentina	D	E		1							
78	LUPERTO	cremonese	D	D		10	26	5,94	5,5	5,87	5,6	2	-0,5
577	LUSUARDI		D	D	*	1	3	5,33		5,5	-1	-0,5	-0,5
43	LYKOGIANNIS	bologna	D	E		4	10	5,7	5,5	5,75	5,5	-0,5	0,5
326	MANCINI	roma	D	D		9	29	5,93	5,7	6,02	5,7	-2,5	0
485	MANNINI		D	E	*	1							
1059	MARCANDALLI	genoa	D	D		9	23	5,83	5,8	5,83	5,8	0	0
112	MARI		D	D	*	2	10	5,35		5,5	-1	-1,5	-0,5
250	MARIANUCCI	torino	D	D		2	5	6		5,9	-1	0,5	0,5
540	MARIPAN	torino	D	D		9	24	6,06	5	5,88	5	4,5	2
143	MARTIN	genoa	D	E		13	24	6,23	6,33	5,94	6	7	1
393	MARUSIC	lazio	D	E		12	28	6,02	7,1	5,89	6,3	3,5	4
541	MASINA		D	D	*	2	5	5,5		5,3	-1	1	1
251	MAZZOCCHI	napoli	D	E		3	7	5,57	5,83	5,71	5,83	-1	-1
4929	MBAMBI		D	D	*	1							
84	MINA	cagliari	D	D		8	19	5,92	5,33	5,89	5,67	0,5	-1
44	MIRANDA	bologna	D	E		9	23	5,93	6	5,93	6,17	0	-0,5
611	MIRANDA KE.		D	D	*	4							
612	MISSORI		D	E	*	6							
6245	MLACIC	udinese	D	D		3	3	5,33	5,33	5,67	5,67	-1	-1
220	MONTERO		D	D	*	2							
367	MORENO	como	D	E		12	12	6,42	6,67	6,13	6,33	3,5	1
496	MORETTI		D	D	*	2							
613	MUHAREMOVIC	sassuolo	D	D		11	26	6,08	6,13	6,02	6,13	1,5	-0,5
1084	MULLEN		D	D	*	3							
327	N'DICKA	roma	D	D		15	24	6,35	8,75	6,08	6,63	6,5	8,5
542	N'GUESSAN		D	D	*	1							
1674	NDABA	lecce	D	E		5	9	5,72	5,5	5,72	5,5	0	0
497	NDIAYE		D	D	*	5							
3894	NDIAYE NI.	parma	D	D		1	7	5,29		5,57	-1	-2	-2
4304	NELSSON	verona	D	D		6	30	5,58	5,7	5,7	5,7	-3,5	0
4409	NKOUNKOU	torino	D	E		2	7	5,86	6	5,86	6	0	-0,5
144	NORTON-CUFFY	genoa	D	D		10	26	6,06	7,33	5,88	6,33	4,5	3
1464	NUNEZ		D	D	*	6	17	5,5		5,76	-1	-4,5	-0,5
395	NUNO TAVARES	lazio	D	E		7	16	5,81	6,1	5,91	6,3	-1,5	-1
252	OBARETIN		D	D	*	1							
79	OBERT	cagliari	D	D		9	26	5,81	5,63	5,88	5,75	-2	-0,5
6000	OBRADOR	torino	D	E		9	8	6,06	6,3	5,94	6,1	1	1
614	ODENTHAL		D	D	*	1							
4466	ODOGU	milan	D	D		1							
253	OLIVERA	napoli	D	E		6	18	5,64	5,63	5,72	5,75	-1,5	-0,5
300	OSORIO		D	D	*	7							
1859	OSTIGARD	genoa	D	D		16	24	6,63	7	6,08	6,4	13	3
145	OTOA	genoa	D	D		1	7	5,43		5,79	-1	-2,5	-2
690	OYEGOKE	verona	D	E		2	7	5,36	5,5	5,43	5,6	-0,5	-0,5
178	PALACIOS		D	D	*	1							
663	PALMA		D	D	*	2	4	5,63		5,63	-1	0	0
113	PARISI	fiorentina	D	E		11	20	6,03	6,88	6,05	6,25	-0,5	0,5
396	PATRIC	lazio	D	D		3	6	6	6,17	6,08	6,33	-0,5	-0,5
179	PAVARD		D	D	*	11	1	6,5		6,5	-1	0	0
464	PAVLOVIC	milan	D	D		18	26	6,6	7,4	6,15	6,3	11,5	5,5
615	PAZ YE.		D	E	*	1							
6179	PEDRO FELIPE	sassuolo	D	D		1							
397	PELLEGRINI LU.	lazio	D	E		5	21	5,52	4,75	5,67	5	-3	-1,5
432	PEREZ MA.	lecce	D	E		1	1	6		6	-1	0	0
1459	PEZZELLA	cremonese	D	E		5	23	5,57	5,38	5,74	5,75	-4	-2
616	PIERAGNOLO	sassuolo	D	E		1							
82	PINTUS		D	D	*	1							
114	PONGRACIC	fiorentina	D	D		9	28	5,68	5,9	5,84	6	-4,5	-0,5
664	PONTES ESTEVES		D	D	*	3							
45	POSCH		D	D	*	8	8	6,19		5,88	-1	2,5	-0,5
578	PRIMASSO		D	D	*	1							
394	PROVSTGAARD	lazio	D	D		8	15	5,83	5,9	5,9	6	-1	-0,5
499	QUAGLIATA		D	E	*	6							
3846	RAMON	como	D	D		13	26	6,15	6,13	6,1	6,25	1,5	-0,5
115	RANIERI	fiorentina	D	D		8	24	5,77	5,9	5,79	6	-0,5	-0,5
6149	RATERINK	cagliari	D	E		3							
500	RAVANELLI		D	D	*	6							
330	RENSCH	roma	D	E		6	11	5,95	5,75	5,86	5,75	1	1
691	RIGO		D	D	*	1							
221	RIZZO		D	D	*	1							
765	ROCCHETTI		D	E	*	6							
4402	RODRIGUEZ JU.	cagliari	D	D		3	10	5,45	5,5	5,6	5,67	-1,5	-1
617	ROMAGNA	sassuolo	D	D		1	4	5,75	6	5,75	6	0	0
398	ROMAGNOLI	lazio	D	D		9	25	5,78	5,88	5,88	5,88	-2,5	-0,5
222	ROUHI		D	D	*	1							
254	RRAHMANI	napoli	D	D		10	16	6,28		6,13	-1	2,5	0
618	RUAN		D	D	*	6							
223	RUGANI	fiorentina	D	D		1	5	5,2	3,5	5,3	4	-0,5	-0,5
399	RUGGERI		D	D	*	1							
579	RUS		D	D	*	6							
146	SABELLI	genoa	D	E		2	8	5,38	5,83	5,63	5,83	-2	-2
368	SALA MA.		D	E	*	1							
603	SALAH-EDDINE		D	E	*	8							
321	SANGARE		D	D	*	1							
224	SAVONA		D	E	*	6							
729	SAZONOV	torino	D	D		1							
12	SCALVINI	atalanta	D	D		12	16	6,47	5,88	6,16	5,88	5	-0,5
544	SCHUURS		D	D	*	1							
435	SCOTT		D	D	*	6							
4301	SIEBERT	lecce	D	D		7	11	5,95	6,4	5,77	6	2	2
692	SLOTSAGER	verona	D	D		2	6	5,67		5,67	-1	0	0
369	SMOLCIC	como	D	E		7	17	5,65	6,25	5,85	6,25	-3,5	-0,5
665	SOLET	udinese	D	D		13	27	6,26	5,75	5,98	6	7,5	5,5
255	SPINAZZOLA	napoli	D	E		16	25	6,5	6,1	6,04	5,9	11,5	1
180	STABILE		D	D	*	1							
181	STANTE		D	D	*	1							
693	TCHATCHOUA		D	E	*	9							
6062	TCHOCA		D	D	*	5							
465	TERRACCIANO FI.	cremonese	D	E		9	28	5,96	5,5	5,91	5,63	1,5	-1
466	THIAW		D	D	*	10							
436	TIAGO GABRIEL	lecce	D	D		9	30	5,82	5,7	5,85	5,8	-1	-0,5
467	TOMORI	milan	D	D		10	26	6,04	5,6	6,06	5,7	-0,5	-0,5
296	TRABUCCHI		D	D	*	1							
4302	TROILO	parma	D	D		4	13	5,69	6,5	5,73	6,1	-0,5	2
4373	TSIMIKAS	roma	D	E		6	14	5,64	5,5	5,68	5,5	-0,5	0
225	TURRICCHIA		D	D	*	1							
1077	UBANI		D	E	*	5							
1075	ULINEIA BUTA		D	E	*	2							
297	VALENTI	parma	D	D		6	22	5,73	5,63	5,86	5,88	-3	-1,5
1076	VALENTINI	verona	D	D		5	13	5,69	5,5	5,81	5,75	-1,5	-1
298	VALERI	parma	D	E		9	26	5,9	6,1	5,85	5,9	1,5	1
370	VALLE	como	D	E		13	22	6,14	7	6	6,5	3	1
359	VAN DER BREMPT	como	D	E		7	12	5,92	6,63	5,92	6,38	0	1
182	VANHEUSDEN		D	D	*	2							
147	VASQUEZ	genoa	D	D		10	30	5,85	6,1	5,88	6,1	-1	0
433	VEIGA	lecce	D	D		8	28	5,68	5,7	5,77	5,8	-2,5	-0,5
758	VEROLI		D	D	*	4							
117	VITI		D	D	*	1	6	5,08		5,33	-1	-1,5	-1,5
751	VITIK	bologna	D	D		8	17	5,79	6	5,88	6	-1,5	0
299	VOGLIACCO		D	D	*	6							
372	VOJVODA	como	D	E		11	24	6,1	7	5,81	6	7	3
545	WALUKIEWICZ	sassuolo	D	D		9	28	5,82	5,88	5,89	6,13	-2	-1
1675	WESLEY	roma	D	E		15	26	6,44	6,5	6,12	6	8,5	1,5
83	WIETESKA		D	D	*	6							
148	ZANOLI	udinese	D	E		6	19	6,03		5,79	-1	4,5	4
85	ZAPPA	cagliari	D	E		8	23	5,83	5,5	5,74	5,5	2	1
23	ZAPPACOSTA	atalanta	D	E		15	27	6,3	6,9	6	6,1	8	4
6060	ZATTERSTROM	genoa	D	D		2							
4457	ZE PEDRO	cagliari	D	D		4	15	5,63	5,4	5,73	5,6	-1,5	-1
666	ZEMURA	udinese	D	E		6	14	5,82	6,25	5,86	6,25	-0,5	-1
4408	ZIOLKOWSKI	roma	D	D		3	8	5,69	5,5	5,81	5,5	-1	0
95	ZORTEA	bologna	D	E		9	24	5,88	6	5,83	5,88	1	0,5
732	ABILDGAARD		C	C	*	2							
619	ABUBAKAR		C	C	*	2							
772	ADDAI	como	C	T		7	12	6,5		5,92	-1	7	-1
468	ADLI		C	C	*	10							
86	ADOPO	cagliari	C	C		10	30	5,97	5,8	5,87	5,8	3	0
227	ADZIC	juventus	C	T		2	6	6,5		6	-1	3	0
46	AEBISCHER	pisa	C	C		11	28	6	5,75	5,95	5,88	1,5	-0,5
767	AFENA-GYAN		C	T	*	8							
183	AKINSANMIRO	pisa	C	C		5	16	5,84	5,25	5,84	5,25	0	-0,5
5369	AKPA AKPRO	verona	C	C		6	14	5,89	6,88	5,93	6,38	-0,5	1,5
4374	AL-MUSRATI	verona	C	C		4	12	5,5	4,75	5,63	5,25	-1,5	-1
373	ALLI		C	T	*	8							
6129	AMORIM DE FREITAS FILHO	genoa	C	C		5	4	5,63	5,63	5,63	5,63	0	0
268	ANGUISSA	napoli	C	C		6	14	7,18	5,83	6,29	5,83	12,5	-0,5
546	ANJORIN	torino	C	C		5	10	5,7	6	5,75	6	-0,5	0
1060	ARAMU		C	T	*	1							
5885	ARIZALA	udinese	C	C		5	3	5,83	6	5,83	6	0	0
1070	ARTHUR MELO		C	C	*	3							
184	ASLLANI		C	C	*	6	15	5,6		5,9	-1	-4,5	-3
667	ATTA	udinese	C	C		12	24	6,4	5,75	6,08	5,75	7,5	-0,5
4223	BAILEY		C	T	*	6	7	5,57		5,57	-1	0	0
6180	BAKOLA	sassuolo	C	T		4	1	6	6	6	6	0	0
332	BALDANZI	genoa	C	T		6	13	5,88	5,83	5,73	5,83	2	3
668	BALLARINI		C	C	*	1							
773	BALLET		C	T	*	11							
119	BARAK		C	T	*	8							
185	BARELLA	inter	C	C		16	27	6,46	6,63	6,2	6,25	7	1
400	BASIC	lazio	C	C		8	16	6,22		5,97	-1	4	0
770	BATURINA	como	C	T		21	18	7,33	8,13	6,17	6,63	21	6
547	BAYEYE		C	C	*	1							
401	BELAHYANE	lazio	C	C		3	10	5,5	5,5	5,55	5,5	-0,5	0
469	BENNACER		C	C	*	11							
437	BERISHA	lecce	C	C		3	12	6,92		6,17	-1	9	5
301	BERNABE	parma	C	C		14	27	6,5	6,25	6,13	6,25	10	3
694	BERNEDE	verona	C	C		7	24	6		5,81	-1	4,5	0
121	BIANCO		C	C	*	9							
1061	BOHINEN		C	C	*	5							
620	BOLOCA	sassuolo	C	C		1	2	5,25		5,25	-1	0	0
