ID	Giocatore	Squadra	Ruolo	Ruolo Mod. Av.	Fuori lista	Quotazione	Presenze	Media	Media recente	Media pagella	Media recente pagella	Somma bonus malus	Somma bonus malus ultime 5
1089	SEMPER	pisa	P	P		11	17	4,82		6,29	-1	-25	-9
5855	SHERRI	cagliari	P	P		1							
140	SIEGRIST	genoa	P	P		1							
4143	SILVESTRI	cremonese	P	P		1	4	4,5		6,25	-1	-7	-7
6246	SIVIERO	torino	P	P		1							
33	SKORUPSKI	bologna	P	P		10	11	5	4,25	5,95	5,25	-10,5	-5
1058	SOMMARIVA	genoa	P	P		1	2	4		6	-1	-4	-4
168	SOMMER	inter	P	P		21	22	5,43	5,4	6,25	6,2	-18	-4
3	SPORTIELLO	atalanta	P	P		1							
287	SUZUKI	parma	P	P		8	11	5,27		6,32	-1	-11,5	-4
4262	SVETOZAROV ILIEV		P	P	*	1							
318	SVILAR	roma	P	P		24	24	5,79	5,9	6,38	6,3	-14	-2
1072	TERRACCIANO PI.	milan	P	P		1	2	6,25		6,25	-1	0	0
749	THOMAS GILLIER		P	P	*	1							
489	TOMMASI		P	P	*	1							
351	TONIOLO	verona	P	P		1							
5802	TORNQVIST	como	P	P		1							
460	TORRIANI	milan	P	P		1							
607	TURATI	sassuolo	P	P		1	1	4		6	-1	-2	-2
531	TURI		P	P	*	1							
357	VIGORITO	como	P	P		1							
570	VUKOVIC		P	P	*	1							
608	ZACCHI	sassuolo	P	P		1							
1469	ZELEZNY	roma	P	P		1							
657	ABANKWAH		D	D	*	3							
319	ABDUL HAMID		D	E	*	8							
169	ACERBI	inter	D	D		8	12	6,13	6	6,13	6	0	0,5
425	ADDO		D	D	*	1							
4	AHANOR	atalanta	D	E		8	14	5,75	5,75	5,89	6,25	-2	-2
4463	AKANJI	inter	D	D		15	22	6,3	7	6,23	6,4	1,5	3
4487	ALBIOL	pisa	D	D		4	6	5,75		5,83	-1	-0,5	-0,5
1090	AMORAN		D	D	*	1							
320	ANGELINO	roma	D	E		1	5	5,6		5,7	-1	-0,5	-0,5
571	ANGORI	pisa	D	E		7	21	5,69	5,6	5,67	5,6	0,5	0
727	ANTOLINI		D	D	*	1							
4110	ATHEKAME	milan	D	E		8	9	6,11	5,88	5,94	6	1,5	-0,5
81	AZZI		D	E	*	4							
5	BAKKER	atalanta	D	E		1							
288	BALOGH		D	D	*	5							
141	BANI		D	D	*	7							
490	BARBIERI	cremonese	D	E		7	17	5,74	5,33	5,82	5,5	-1,5	-0,5
1073	BARTESAGHI	milan	D	E		12	18	6,42	5,75	6,11	5,75	5,5	0
426	BASCHIROTTO	cremonese	D	D		11	24	6,13	5,3	5,92	5,4	5	-0,5
170	BASTONI	inter	D	D		18	21	6,62	6,75	6,36	6,5	5,5	0,5
4224	BELGHALI	verona	D	E		7	15	6,2		5,97	-1	3,5	5,5
4332	BELLA-KOTCHAP	verona	D	D		5	13	5,58	5,5	5,69	6	-1,5	-1
13	BELLANOVA	atalanta	D	E		5	14	5,79	5,5	5,75	5,75	0,5	0,5
4281	BERNASCONI	atalanta	D	E		9	13	6	6,2	5,96	6	0,5	1
658	BERTOLA	udinese	D	D		8	19	5,79	5,8	5,82	5,9	-0,5	-0,5
572	BERUATTO		D	E	*	3							
34	BEUKEMA	napoli	D	D		10	12	6,13	5,63	5,96	5,63	2	0
728	BIANAY BALCOT		D	D	*	1							
491	BIANCHETTI	cremonese	D	D		8	19	5,82	5,5	5,76	5,5	1	0
536	BIRAGHI	torino	D	E		1	8	5,56		5,56	-1	0	0
171	BISSECK	inter	D	D		16	13	6,77	7,2	6,31	6,4	6	4
6	BONFANTI GI.		D	D	*	3	9	5,5		5,56	-1	-0,5	-0,5
750	BONIFAZI	bologna	D	D		1							
5977	BOZHINOV	pisa	D	D		5	2	5,25	5,25	5,5	5,5	-0,5	-0,5
3896	BRADARIC	verona	D	E		7	19	5,66	5,75	5,71	5,75	-1	-0,5
211	BREMER	juventus	D	D		14	14	6,96	8,2	6,21	6,5	10,5	8,5
4316	BRITSCHGI	parma	D	E		7	19	5,74	5,25	5,74	5,38	0	-0,5
246	BUONGIORNO	napoli	D	D		10	20	5,9	5,63	5,9	5,75	0	-0,5
217	CABAL	juventus	D	E		10	9	6,56	5,88	5,94	5,88	5,5	3
352	CALABRESE		D	D	*	2							
573	CALABRESI	pisa	D	E		5	17	5,56	5,5	5,71	5,63	-2,5	-1
35	CALABRIA		D	E	*	8							
212	CAMBIASO	juventus	D	E		10	22	5,95	5,6	5,84	5,8	2,5	-1
3985	CANDE	sassuolo	D	D		3	9	5,56		5,67	-1	-1	-1
574	CANESTRELLI	pisa	D	D		7	24	5,73	5,5	5,77	5,5	-1	0
575	CARACCIOLO	pisa	D	D		5	22	5,57	5	5,77	5,83	-4,5	-2,5
6130	CARBONI FR.	parma	D	E		2							
172	CARLOS AUGUSTO	inter	D	E		10	17	6,06	6	5,91	6,25	2,5	-1
36	CASALE	bologna	D	D		4	8	5,56	5,63	5,56	5,63	0	0
360	CASSANDRO		D	E	*	3							
492	CECCHERINI	cremonese	D	D		2	7	5,36	5,5	5,57	5,67	-1,5	-1,5
322	CELIK	roma	D	D		12	20	6,1	6,25	5,93	6	3,5	1
4319	CHAM	verona	D	E		1	4	5,63		5,63	-1	0	0
609	CINQUEGRANO		D	D	*	1							
289	CIRCATI	parma	D	D		8	19	5,97	5,4	5,92	5,6	1	-1
543	COCO	torino	D	D		11	21	6,1	5,7	5,95	5,7	3	0
107	COMUZZO	fiorentina	D	D		7	18	5,78	6,4	5,67	6	2	2
576	COPPOLA	pisa	D	D		1	3	4,83	5	5,17	5,25	-1	-1
37	CORAZZA		D	E	*	6							
213	COSTA		D	E	*	10							
290	COULIBALY WO.	sassuolo	D	E		3	8	5,75	5	5,75	5	0	0
760	CURTO		D	D	*	2							
214	DANILO		D	D	*	1							
173	DARMIAN	inter	D	E		2	3	5,83	6	5,83	6	0	0
38	DE SILVESTRI	bologna	D	E		2	5	5,5		5,7	-1	-1	-1
174	DE VRIJ	inter	D	D		2	3	6,5	6,5	6,5	6,5	0	0
142	DE WINTER	milan	D	D		12	14	6,32	7,13	6,14	6,5	2,5	2,5
291	DEL PRATO	parma	D	E		8	23	5,87	5,5	5,83	5,6	1	-0,5
537	DELLAVALLE		D	D	*	2							
1461	DENOON	pisa	D	D		1	2	5,25		5,5	-1	-0,5	-0,5
292	DI CHIARA		D	E	*	2							
248	DI LORENZO	napoli	D	E		13	23	6,17	5,63	6,02	5,63	3,5	3
76	DI PARDO		D	E	*	1	1	5,5		5,5	-1	0	0
4458	DIEGO CARLOS	como	D	D		9	15	5,83	6,25	5,93	6,25	-1,5	0
175	DIMARCO	inter	D	E		30	22	7,66	9,3	6,48	7	26	11,5
1069	DJALO		D	D	*	4							
7	DJIMSITI	atalanta	D	D		9	21	5,83	5,88	5,86	5,88	-0,5	0
108	DODO	fiorentina	D	E		10	24	5,81	6,1	5,81	6	0	0,5
610	DOIG	sassuolo	D	E		7	22	5,64	5,6	5,73	5,6	-2	0
362	DOSSENA	cagliari	D	E		1	1	5	5	5,5	5,5	-0,5	-0,5
176	DUMFRIES	inter	D	E		4	11	6		5,77	-1	2,5	-0,5
687	EBOSSE	torino	D	D		1	3	5,33	5,75	5,33	5,75	0	0
6171	EDMUNDSSON	verona	D	D		7	1	6	6	6	6	0	0
659	EHIZIBUE	udinese	D	E		6	15	5,53	5,75	5,6	5,75	-1	0
462	EMERSON ROYAL		D	E	*	7							
39	ERLIC		D	D	*	5							
389	ERRORE		D	D	*	1							
427	ESPOSITO		D	D	*	3							
580	ESTEVES TO.		D	E	*	1	1	5,5		5,5	-1	0	0
1860	ESTUPINAN	milan	D	E		5	10	5,65	5,67	5,75	5,83	-1	-0,5
388	FARES		D	E	*	2							
4459	FAYE	cremonese	D	D		3	7	5,71	6	5,79	6	-0,5	-0,5
363	FELLIPE JACK		D	D	*	6							
764	FLORIANI	cremonese	D	E		5	14	5,54	5,5	5,61	5,5	-1	0
493	FOLINO	cremonese	D	D		7	6	6,5	5,75	6	5,75	3	3
177	FONTANAROSA		D	D	*	1							
109	FORTINI	fiorentina	D	E		6	13	5,77	5,5	5,77	5,5	0	0
688	FRESE	verona	D	E		6	19	5,68	5,5	5,76	5,5	-1,5	3
463	GABBIA	milan	D	D		12	22	6,07	6,1	6,14	6,2	-1,5	0
428	GALLO	lecce	D	E		8	24	5,73	5,7	5,73	5,7	0	0
6244	GARCIA LOPES	sassuolo	D	E		5	1	5	5	5	5	0	0
429	GASPAR	lecce	D	D		6	20	5,6	5	5,8	5,33	-4	-1,5
215	GATTI	juventus	D	D		5	11	6,18	6,5	6,05	6,5	1,5	3
689	GHILARDI	roma	D	D		7	8	6,13	6,3	6,13	6,3	0	0
660	GIANETTI		D	D	*	7							
390	GIGOT	lazio	D	D		1							
216	GIL PUCHE		D	D	*	1							
1458	GILA	lazio	D	D		9	23	5,83	5,7	5,91	5,7	-2	0
8	GODFREY		D	D	*	6							
3949	GOGLICHIDZE		D	D	*	2	6	5,67		5,83	-1	-1	-1
364	GOLDANIGA	como	D	D		1							
1068	GONZALEZ FA.		D	D	*	6							
110	GOSENS	fiorentina	D	E		9	16	6,03	5,63	5,72	5,63	5	2,5
430	GUILBERT		D	E	*	1							
4222	GUTIERREZ	napoli	D	E		8	10	6,15	7	5,85	6	3	3
293	HAINAUT		D	E	*	6							
538	HAVERI		D	D	*	2							
4109	HEGGEM	bologna	D	D		8	21	5,79	5,5	5,83	5,5	-1	0
5998	HELLAND	bologna	D	D		6							
324	HERMOSO	roma	D	D		9	17	5,97	5,83	5,97	6	0	-1
9	HIEN	atalanta	D	D		9	20	5,88	5,83	5,9	5,83	-0,5	0
40	HOLM	juventus	D	E		11	10	6,5	4,5	5,95	5	5,5	-0,5
391	HYSAJ	lazio	D	E		1	3	5,83		5,83	-1	0	0
757	IDRISSI	cagliari	D	E		11	18	6,14	6,3	5,89	5,8	4,5	2,5
3986	IDZES	sassuolo	D	D		8	23	5,8	5,7	5,83	5,7	-0,5	0
41	ILIC		D	D	*	3							
539	ISMAJLI	torino	D	D		8	15	5,83	5,17	5,87	5,33	-0,5	0,5
431	JEAN	lecce	D	D		1							
461	JIMENEZ		D	E	*	8	1	5		5,5	-1	-0,5	-0,5
1460	JOAO MARIO	bologna	D	E		3	8	5,81	5,5	5,88	5,5	-0,5	0
249	JUAN JESUS	napoli	D	D		6	16	5,69	5,3	5,94	5,7	-4	-2
1074	KABASELE	udinese	D	D		11	16	6,22	7	5,94	6	4,5	2,5
218	KALULU	juventus	D	D		18	24	6,5	7,7	6,15	6,7	8,5	5
661	KAMARA	udinese	D	E		7	15	5,73	5,5	5,77	5,5	-0,5	-0,5
392	KAMENOVIC		D	E	*	1							
219	KELLY	juventus	D	D		13	21	6,21	6,3	6,14	6,3	1,5	0
365	KEMPF	como	D	D		15	17	6,65	6,25	6,15	6,25	8,5	0
10	KOLASINAC	atalanta	D	D		3	6	5,58	5	5,75	5,5	-1	-1
4272	KOSPO	fiorentina	D	D		1							
11	KOSSOUNOU	atalanta	D	D		5	11	6	5	5,77	5,5	2,5	2,5
4299	KOUADIO	fiorentina	D	D		1	2	5,75		5,75	-1	0	0
434	KOUASSI		D	D	*	1	4	5,38		5,38	-1	0	0
761	KOVACIK		D	E	*	5							
662	KRISTENSEN	udinese	D	D		9	14	6,04	5,75	5,89	5,88	2	-1
484	KUMBULLA		D	D	*	2							
4404	LAMPTEY	fiorentina	D	E		1	1	5,5		5,5	-1	0	0
405	LAZZARI	lazio	D	E		6	12	5,63	5,67	5,71	5,67	-1	0
294	LEONI		D	D	*	10							
6001	LIROLA	verona	D	E		5	3	5,17	5,17	5,33	5,33	-0,5	-0,5
295	LOVIK		D	E	*	3	6	5,67		5,67	-1	0	0
42	LUCUMI	bologna	D	D		9	15	6	5,5	5,9	5,75	1,5	-0,5
6150	LUIS BALBO	fiorentina	D	E		1							
78	LUPERTO	cremonese	D	D		11	20	6,03	6,1	5,9	6	2,5	0,5
577	LUSUARDI		D	D	*	1	3	5,33		5,5	-1	-0,5	-0,5
43	LYKOGIANNIS	bologna	D	E		4	9	5,72	5,83	5,78	5,83	-0,5	0
326	MANCINI	roma	D	D		12	23	6,02	6,2	6,11	6,3	-2	-0,5
485	MANNINI		D	E	*	1							
1059	MARCANDALLI	genoa	D	D		8	17	5,82	6,2	5,82	6	0	1
112	MARI		D	D	*	2	10	5,35		5,5	-1	-1,5	-0,5
250	MARIANUCCI	torino	D	D		2	4	6,13	6	6	6,25	0,5	0,5
540	MARIPAN	torino	D	D		13	22	6,16	6,38	5,93	5,75	5	2,5
143	MARTIN	genoa	D	E		12	20	6,25	6,1	5,95	5,9	6	1
393	MARUSIC	lazio	D	E		9	22	5,8	5,7	5,82	5,7	-0,5	0
541	MASINA		D	D	*	2	5	5,5		5,3	-1	1	1
251	MAZZOCCHI	napoli	D	E		1	4	5,38	6	5,63	6	-1	-1
4929	MBAMBI		D	D	*	1							
84	MINA	cagliari	D	D		10	15	6,07	6,5	5,97	6,67	1,5	-1
44	MIRANDA	bologna	D	E		8	19	5,89	5,25	5,87	5,38	0,5	-0,5
611	MIRANDA KE.		D	D	*	4							
612	MISSORI		D	E	*	6							
6245	MLACIC	udinese	D	D		4							
220	MONTERO		D	D	*	2							
367	MORENO	como	D	E		10	8	6,44	5,75	6,13	5,75	2,5	0
496	MORETTI		D	D	*	2							
613	MUHAREMOVIC	sassuolo	D	D		11	21	6,12	5,8	6,02	5,8	2	0
1084	MULLEN		D	D	*	3							
327	N'DICKA	roma	D	D		8	19	5,87	6	5,97	6,13	-2	-0,5
542	N'GUESSAN		D	D	*	1							
1674	NDABA	lecce	D	E		4	6	5,75	5,5	5,75	5,5	0	0
497	NDIAYE		D	D	*	5							
3894	NDIAYE NI.	parma	D	D		1	7	5,29		5,57	-1	-2	-2
4304	NELSSON	verona	D	D		6	24	5,56	5,2	5,71	5,6	-3,5	-2
4409	NKOUNKOU	torino	D	E		4	6	5,83		5,83	-1	0	0,5
144	NORTON-CUFFY	genoa	D	D		9	22	5,91	5,63	5,84	5,75	1,5	-0,5
1464	NUNEZ		D	D	*	6	17	5,5	5,5	5,76	5,5	-4,5	-0,5
395	NUNO TAVARES	lazio	D	E		3	10	5,7	6	5,75	6	-0,5	-0,5
252	OBARETIN		D	D	*	1							
79	OBERT	cagliari	D	D		10	21	5,86	6,1	5,93	6	-1,5	0,5
6000	OBRADOR	torino	D	E		5	3	5,67	5,67	5,67	5,67	0	0
614	ODENTHAL		D	D	*	1							
4466	ODOGU	milan	D	D		1							
253	OLIVERA	napoli	D	E		5	13	5,62	5,75	5,69	5,75	-1	0
300	OSORIO		D	D	*	7							
1859	OSTIGARD	genoa	D	D		13	18	6,56	6,5	6	6	10	2
145	OTOA	genoa	D	D		2	7	5,43	4	5,79	6	-2,5	-2
690	OYEGOKE	verona	D	E		1	2	5		5	-1	0	0
178	PALACIOS		D	D	*	1							
663	PALMA		D	D	*	2	4	5,63	6	5,63	6	0	0
113	PARISI	fiorentina	D	E		10	15	5,93	6,13	6	6,13	-1	-0,5
396	PATRIC	lazio	D	D		1	2	6		6	-1	0	0
179	PAVARD		D	D	*	11	1	6,5		6,5	-1	0	0
464	PAVLOVIC	milan	D	D		14	19	6,45	5,83	6,13	6	6	-0,5
615	PAZ YE.		D	E	*	1							
6179	PEDRO FELIPE	sassuolo	D	D		1							
397	PELLEGRINI LU.	lazio	D	E		7	19	5,61	5,25	5,74	5,5	-2,5	-1,5
432	PEREZ MA.	lecce	D	E		1	1	6		6	-1	0	0
1459	PEZZELLA	cremonese	D	E		5	18	5,61	5,25	5,72	5,5	-2	-1
616	PIERAGNOLO	sassuolo	D	E		1							
82	PINTUS		D	D	*	1							
114	PONGRACIC	fiorentina	D	D		7	22	5,59	5,6	5,77	5,7	-4	-0,5
664	PONTES ESTEVES		D	D	*	3							
45	POSCH		D	D	*	8	8	6,19	5,75	5,88	6	2,5	-0,5
578	PRIMASSO		D	D	*	1							
394	PROVSTGAARD	lazio	D	D		5	9	5,83	5,67	5,89	5,83	-0,5	-0,5
499	QUAGLIATA		D	E	*	6							
3846	RAMON	como	D	D		13	20	6,18	6,25	6,08	6,38	2	-0,5
115	RANIERI	fiorentina	D	D		7	18	5,75	5,5	5,72	5,5	0,5	-0,5
6149	RATERINK	cagliari	D	E		4							
500	RAVANELLI		D	D	*	6							
330	RENSCH	roma	D	E		6	7	6,07	7,5	5,93	6,5	1	1
691	RIGO		D	D	*	1							
221	RIZZO		D	D	*	1							
765	ROCCHETTI		D	E	*	6							
4402	RODRIGUEZ JU.	cagliari	D	D		2	7	5,43	5	5,57	5,25	-1	-0,5
617	ROMAGNA	sassuolo	D	D		1	3	5,67		5,67	-1	0	0
398	ROMAGNOLI	lazio	D	D		8	21	5,76	5,5	5,88	5,75	-2,5	-1
222	ROUHI		D	D	*	1							
254	RRAHMANI	napoli	D	D		14	15	6,4	6,17	6,2	6	3	3
618	RUAN		D	D	*	6							
223	RUGANI	fiorentina	D	D		1	4	5,63		5,63	-1	0	0
399	RUGGERI		D	D	*	1							
579	RUS		D	D	*	6							
146	SABELLI	genoa	D	E		1	5	5,1	6	5,5	6	-2	-2
368	SALA MA.		D	E	*	1							
603	SALAH-EDDINE		D	E	*	8							
321	SANGARE		D	D	*	1							
224	SAVONA		D	E	*	6							
729	SAZONOV	torino	D	D		1							
12	SCALVINI	atalanta	D	D		12	11	6,82	6,2	6,32	6,3	5,5	-0,5
544	SCHUURS		D	D	*	1							
435	SCOTT		D	D	*	6							
4301	SIEBERT	lecce	D	D		3	6	5,58	6	5,58	6	0	0
692	SLOTSAGER	verona	D	D		2	5	5,7	5,63	5,7	5,63	0	0
369	SMOLCIC	como	D	E		6	15	5,57	5,63	5,8	5,75	-3,5	-0,5
665	SOLET	udinese	D	D		14	24	6,17	6,8	5,96	6,2	5	3
255	SPINAZZOLA	napoli	D	E		14	19	6,39	5,8	6,03	5,9	7	-0,5
180	STABILE		D	D	*	1							
181	STANTE		D	D	*	1							
693	TCHATCHOUA		D	E	*	9							
6062	TCHOCA		D	D	*	5							
465	TERRACCIANO FI.	cremonese	D	E		10	23	6,04	5,1	5,93	5,5	2,5	-2
466	THIAW		D	D	*	10							
436	TIAGO GABRIEL	lecce	D	D		9	24	5,81	5,2	5,83	5,8	-0,5	-3
467	TOMORI	milan	D	D		12	19	6,13	5,88	6,13	6	0	-0,5
296	TRABUCCHI		D	D	*	1							
4302	TROILO	parma	D	D		1	8	5,19	5	5,5	5,33	-2,5	-1,5
4373	TSIMIKAS	roma	D	E		7	10	5,7	5,67	5,75	5,67	-0,5	0
225	TURRICCHIA		D	D	*	1							
1077	UBANI		D	E	*	5							
1075	ULINEIA BUTA		D	E	*	2							
297	VALENTI	parma	D	D		7	17	5,79	5,5	5,88	5,67	-1,5	-0,5
1076	VALENTINI	verona	D	D		6	11	5,73	5,25	5,82	5,5	-1	-0,5
298	VALERI	parma	D	E		9	20	5,85	5,6	5,83	5,6	0,5	0
370	VALLE	como	D	E		13	18	6,11	7	6	6,63	2	1,5
359	VAN DER BREMPT	como	D	E		3	7	5,57	5	5,71	5,5	-1	-0,5
182	VANHEUSDEN		D	D	*	2							
147	VASQUEZ	genoa	D	D		9	24	5,79	5,9	5,83	6	-1	-0,5
433	VEIGA	lecce	D	D		8	22	5,64	5,88	5,73	6	-2	-0,5
758	VEROLI		D	D	*	4							
117	VITI		D	D	*	1	6	5,08		5,33	-1	-1,5	-1,5
751	VITIK	bologna	D	D		5	11	5,68	5,5	5,82	5,5	-1,5	-0,5
299	VOGLIACCO		D	D	*	6							
372	VOJVODA	como	D	E		10	19	6,03	5,8	5,82	5,8	4	0
545	WALUKIEWICZ	sassuolo	D	D		8	23	5,8	5,7	5,85	5,7	-1	0
1675	WESLEY	roma	D	E		15	22	6,45	6,2	6,14	6,2	7	0
83	WIETESKA		D	D	*	6							
148	ZANOLI	udinese	D	E		10	19	6,03	7	5,79	6	4,5	4
85	ZAPPA	cagliari	D	E		10	20	5,88	6,17	5,78	5,83	2	1
23	ZAPPACOSTA	atalanta	D	E		14	21	6,17	7	5,98	6,4	4	3
6060	ZATTERSTROM	genoa	D	D		4							
4457	ZE PEDRO	cagliari	D	D		4	9	5,78	6,13	5,83	6,25	-0,5	-0,5
666	ZEMURA	udinese	D	E		5	11	5,82	6,5	5,82	6,33	0	0,5
4408	ZIOLKOWSKI	roma	D	D		5	7	5,71		5,86	-1	-1	-0,5
95	ZORTEA	bologna	D	E		9	19	5,87	5,5	5,84	5,6	0,5	-0,5
732	ABILDGAARD		C	C	*	2							
619	ABUBAKAR		C	C	*	2							
772	ADDAI	como	C	T		8	11	6,55	5,5	5,91	6	7	-1
468	ADLI		C	C	*	10							
86	ADOPO	cagliari	C	C		11	24	6,02	5,9	5,9	6	3	-0,5
227	ADZIC	juventus	C	T		4	6	6,5	6	6	6	3	0
46	AEBISCHER	pisa	C	C		12	23	6,07	6,9	5,98	6,1	2	4
767	AFENA-GYAN		C	T	*	8							
183	AKINSANMIRO	pisa	C	C		6	13	5,92	4,5	5,92	5	0	-0,5
5369	AKPA AKPRO	verona	C	C		2	9	5,5		5,72	-1	-2	-1
4374	AL-MUSRATI	verona	C	C		5	9	5,61	5,5	5,67	5,5	-0,5	-0,5
373	ALLI		C	T	*	8							
6129	AMORIM DE FREITAS FILHO	genoa	C	C		5							
268	ANGUISSA	napoli	C	C		9	11	7,55		6,41	-1	12,5	5,5
546	ANJORIN	torino	C	C		5	9	5,67	5,88	5,72	5,88	-0,5	0
1060	ARAMU		C	T	*	1							
5885	ARIZALA	udinese	C	C		4							
1070	ARTHUR MELO		C	C	*	3							
184	ASLLANI		C	C	*	6	15	5,6		5,9	-1	-4,5	-3
667	ATTA	udinese	C	C		14	19	6,61	7,1	6,18	6,3	8	4
4223	BAILEY		C	T	*	6	7	5,57		5,57	-1	0	0
6180	BAKOLA	sassuolo	C	T		4							
332	BALDANZI	genoa	C	T		5	9	5,94		5,72	-1	2	2,5
668	BALLARINI		C	C	*	1							
773	BALLET		C	T	*	11							
119	BARAK		C	T	*	8							
185	BARELLA	inter	C	C		15	22	6,5	6	6,23	6,17	6	0
400	BASIC	lazio	C	C		10	16	6,22	5,83	5,97	5,83	4	0
770	BATURINA	como	C	T		19	12	7,33	8,8	6,08	6,6	15	11
547	BAYEYE		C	C	*	1							
401	BELAHYANE	lazio	C	C		3	8	5,5	5,5	5,56	5,5	-0,5	0
469	BENNACER		C	C	*	11							
437	BERISHA	lecce	C	C		9	12	6,92		6,17	-1	9	5
301	BERNABE	parma	C	C		14	24	6,35	6,2	6,06	6	7	1
694	BERNEDE	verona	C	C		9	24	6	5,6	5,81	5,6	4,5	0
121	BIANCO		C	C	*	9							
1061	BOHINEN		C	C	*	5							
620	BOLOCA	sassuolo	C	C		1	2	5,25		5,25	-1	0	0
470	BONDO	cremonese	C	C		7	20	5,68	5,5	5,78	5,5	-2	-1
333	BOVE		C	C	*	1							
766	BRAMBILLA		C	C	*	2							
733	BRAUNODER		C	C	*	6							
14	BRESCIANINI	fiorentina	C	C		8	10	6,45	6,3	5,9	5,7	5,5	3
186	BUCHANAN		C	C	*	6							
256	CAJUSTE		C	C	*	2							
